Entity,Code,Year,WindConsumptionTWh,HydroConsumptionTWh,SolarConsumptionTWh,NuclearConsumptionTWh,BiofuelsConsumptionTWh,GeoBiomassTWh,CoalTWh,OilConsumptionTWh,GasConsumptionTWh,Population
Algeria,DZA,1965,0,1.1827958822250366,0,0,0,0,0.8141000270843506,15.405251502990723,7.430500030517578,12550880
Algeria,DZA,1966,0,1.0497311353683472,0,0,0,0,0.7908400297164917,20.272705078125,7.719250202178955,12902626
Algeria,DZA,1967,0,1.2123655080795288,0,0,0,0,0.6047599911689758,18.942031860351562,7.488249778747559,13275020
Algeria,DZA,1968,0,1.6647850275039673,0,0,0,0,0.6396499872207642,20.167301177978516,7.8732500076293945,13663581
Algeria,DZA,1969,0,1.06747305393219,0,0,0,0,0.8141000270843506,21.30592918395996,10.35168743133545,14061724
Algeria,DZA,1970,0,1.715053915977478,0,0,0,0,0.9652900099754333,24.347681045532227,9.730875015258789,14464992
Algeria,DZA,1971,0,0.9758064150810242,0,0,0,0,0.2674899995326996,27.44005012512207,11.049500465393066,14872253
Algeria,DZA,1972,0,1.4637097120285034,0,0,0,0,0.23260000348091125,30.121414184570312,12.830124855041504,15285992
Algeria,DZA,1973,0,2.223655939102173,0,0,0,0,0.2674899995326996,32.90034484863281,17.859188079833984,15709831
Algeria,DZA,1974,0,1.4696235656738281,0,0,0,0,0.2209700047969818,36.54384231567383,20.67449951171875,16149018
Algeria,DZA,1975,0,0.9698925018310547,0,0,0,0,0.27911999821662903,40.63066864013672,28.489999771118164,16607706
Algeria,DZA,1976,0,1.1502689123153687,0,0,0,0,0.5466099977493286,46.71773147583008,33.6875,17085799
Algeria,DZA,1977,0,0.7954300045967102,0,0,0,0,0.7094299793243408,52.80649185180664,35.901248931884766,17582899
Algeria,DZA,1978,0,0.73924720287323,0,0,0,0,0.36052998900413513,54.60794448852539,57.653751373291016,18102266
Algeria,DZA,1979,0,0.8604838848114014,0,0,0,0,0.8373600244522095,65.31861877441406,81.52375030517578,18647801
Algeria,DZA,1980,0,0.7599461078643799,0,0,0,0,0.7443199753761292,66.20243072509766,109.43624877929688,19221659
Algeria,DZA,1981,0,1.0822581052780151,0,0,0,0,0.5233500003814697,71.32307434082031,142.25750732421875,19824297
Algeria,DZA,1982,0,1.4163978099822998,0,0,0,0,9.711050033569336,75.57341766357422,161.4112548828125,20452901
Algeria,DZA,1983,0,0.6948925256729126,0,0,0,0,8.664349555969238,84.89241790771484,176.71499633789062,21101875
Algeria,DZA,1984,0,1.3365591764450073,0,0,0,0,9.606380462646484,94.00200653076172,155.25125122070312,21763578
Algeria,DZA,1985,0,1.9102150201797485,0,0,0,0,10.025059700012207,96.55380249023438,153.8074951171875,22431507
Algeria,DZA,1986,0,0.73924720287323,0,0,0,0,10.292550086975098,98.02125549316406,168.4375,23102386
Algeria,DZA,1987,0,1.4755375385284424,0,0,0,0,12.304539680480957,99.10052490234375,172.28750610351562,23774287
Algeria,DZA,1988,0,0.5411291718482971,0,0,0,0,11.571849822998047,99.17259979248047,194.13624572753906,24443472
Algeria,DZA,1989,0,0.6682794690132141,0,0,0,0,9.780830383300781,103.93666076660156,182.6824951171875,25106192
Algeria,DZA,1990,0,0.3991936147212982,0,0,0,0,7.664169788360596,111.81161499023438,195.0987548828125,25758872
Algeria,DZA,1991,0,0.8663977980613708,0,0,0,0,7.908400058746338,110.6277847290039,192.6925048828125,26400468
Algeria,DZA,1992,0,0.5884408354759216,0,0,0,0,9.397040367126465,111.29265594482422,198.94874572753906,27028330
Algeria,DZA,1993,0,1.0438172817230225,0,0,0,0,7.65254020690918,110.75487518310547,178.5437469482422,27635517
Algeria,DZA,1994,0,0.4908602833747864,0,0,0,0,7.210599899291992,106.05089569091797,188.1687469482422,28213777
Algeria,DZA,1995,0,0.5706989169120789,0,0,0,0,7.210599899291992,103.14228057861328,202.22125244140625,28757788
Algeria,DZA,1996,0,0.3991936147212982,0,0,0,0,3.3959600925445557,98.42208099365234,207.70750427246094,29266415
Algeria,DZA,1997,0,0.221774160861969,0,0,0,0,5.954559803009033,97.64341735839844,194.0399932861328,29742980
Algeria,DZA,1998,0,0.63575279712677,0,0,0,0,6.373239994049072,100.65874481201172,200.68124389648438,30192750
Algeria,DZA,1999,0,0.6002689003944397,0,0,0,0,6.826809883117676,98.89834594726562,205.10874938964844,30623406
Algeria,DZA,2000,0,0.15967750549316406,0,0,0,0,5.640550136566162,103.13247680664062,191.012939453125,31042238
Algeria,DZA,2001,0,0.20270749926567078,0,0,0,0,6.512800216674805,106.77533721923828,197.32212829589844,31451513
Algeria,DZA,2002,0,0.166373610496521,0,0,0,0,8.548049926757812,118.39723205566406,194.83888244628906,31855110
Algeria,DZA,2003,0,0.7685327529907227,0,0,0,0,7.0477800369262695,123.17411804199219,205.9316864013672,32264159
Algeria,DZA,2004,0,0.723294734954834,0,0,0,0,8.408490180969238,128.746826171875,211.89918518066406,32692153
Algeria,DZA,2005,0,1.5900535583496094,0,0,0,0,6.908219814300537,134.21337890625,223.55987548828125,33149720
Algeria,DZA,2006,0,0.619159996509552,0,0,0,0,10.257659912109375,139.84571838378906,228.49749755859375,33641007
Algeria,DZA,2007,0,0.6390421986579895,0,0,0,0,8.803910255432129,156.38999938964844,233.8068084716797,34166976
Algeria,DZA,2008,0,0.7952463626861572,0,0,0,0,8.803910255432129,169.9158935546875,244.0418701171875,34730604
Algeria,DZA,2009,0,0.9551075100898743,0,0,0,0,5.652180194854736,180.13442993164062,262.11761474609375,35333882
Algeria,DZA,2010,0,0.48017528653144836,0.02525000087916851,0,0,0,3.605299949645996,181.61192321777344,253.27224731445312,35977451
Algeria,DZA,2011,0,1.042771339416504,0.04998333379626274,0,0,0,3.1982500553131104,192.22764587402344,267.9696350097656,36661438
Algeria,DZA,2012,0,1.066612720489502,0.07327277958393097,0,0,0,3.3959600925445557,204.395263671875,298.7407531738281,37383899
Algeria,DZA,2013,0,0.26981639862060547,0.07794694602489471,0,0,0,1.8375400304794312,213.57638549804688,321.2151184082031,38140135
Algeria,DZA,2014,0.0027083333116024733,0.522855818271637,0.1625458300113678,0,0,0,2.0817699432373047,221.92515563964844,360.9182434082031,38923688
Algeria,DZA,2015,0.051166389137506485,0.3904811143875122,0.15619249641895294,0,0,0,1.5467900037765503,236.1484832763672,379.2250061035156,39728020
Algeria,DZA,2016,0.05100305378437042,0.19274666905403137,0.6558741927146912,0,0,0,0.5698699951171875,229.56385803222656,385.9624938964844,40551398
Algeria,DZA,2017,0.050564445555210114,0.14903222024440765,1.3412902355194092,0,0,0,2.1166601181030273,225.51211547851562,394.625,41389174
Algeria,DZA,2018,0.026444444432854652,0.3095499873161316,1.5953736305236816,0,0,0,5.815000057220459,229.52760314941406,434.0874938964844,42228415
Algeria,DZA,2019,0.02636111155152321,0.40066778659820557,1.6211230754852295,0,0,0,4.803190231323242,237.48719787597656,450.5462646484375,43053054
Algeria,DZA,2020,0.020222222432494164,0.13026389479637146,1.7990080118179321,0,0,0,4.816349506378174,211.63516235351562,436.01251220703125,43851043
Algeria,DZA,2021,0.027472222223877907,0.02433333359658718,1.7374736070632935,0,0,4.803190231323242,219.8415985107422,458.1499938964844,44616626
Argentina,ARG,1965,0,3.6226556301116943,0,0,0,0,8.455049514770508,275.2071838378906,41.23400115966797,22159644
Argentina,ARG,1966,0,3.669417142868042,0,0,0,0,6.971818447113037,283.8664855957031,44.65719985961914,22494031
Argentina,ARG,1967,0,3.757439374923706,0,0,0,0,7.840396881103516,290.72381591796875,46.6994514465332,22828872
Argentina,ARG,1968,0,4.428606986999512,0,0,0,0,7.619035243988037,296.7826232910156,51.999576568603516,23168268
Argentina,ARG,1969,0,3.9719929695129395,0,0,0,0,9.122170448303223,307.9983215332031,51.805076599121094,23517613
Argentina,ARG,1970,0,4.6044087409973145,0,0,0,0.056241851300001144,11.7225980758667,278.42193603515625,58.544498443603516,23880564
Argentina,ARG,1971,0,4.571943759918213,0,0,0,0.05899073928594589,10.277542114257812,296.48773193359375,63.20277404785156,24259564
Argentina,ARG,1972,0,4.4433088302612305,0,0,0,0.07602739334106445,8.651294708251953,295.1728515625,70.92442321777344,24653172
Argentina,ARG,1973,0,8.863367080688477,0,0,0,0.059970248490571976,9.496521949768066,297.2388000488281,80.70777130126953,25056475
Argentina,ARG,1974,0,14.7691650390625,0,2.9396655559539795,0,0.06100323051214218,11.825922012329102,297.09722900390625,85.42440032958984,25462305
Argentina,ARG,1975,0,15.360893249511719,0,7.142024993896484,0,0.06399032473564148,11.510940551757812,281.2694396972656,87.5250015258789,25865775
Argentina,ARG,1976,0,14.829011917114258,0,7.298088550567627,0,0.06096254661679268,11.642585754394531,290.1952819824219,98.51425170898438,26264681
Argentina,ARG,1977,0,17.052309036254883,0,4.645011901855469,0,0.06400306522846222,11.008502960205078,305.6309814453125,102.8905029296875,26661397
Argentina,ARG,1978,0,22.906667709350586,0,8.217443466186523,0,0.06397280842065811,13.419195175170898,297.2691345214844,100.07025146484375,27061041
Argentina,ARG,1979,0,31.512378692626953,0,7.638590335845947,0,0.09498375654220581,12.501673698425293,319.8497619628906,102.8905029296875,27471046
Argentina,ARG,1980,0,44.77142333984375,0,6.639784812927246,0,0.09901762753725052,11.1445894241333,296.97796630859375,112.1292495727539,27896532
Argentina,ARG,1981,0,43.42277908325195,0,7.990441799163818,0,0.08701801300048828,10.560466766357422,278.56591796875,117.18624877929688,28338514
Argentina,ARG,1982,0,52.019935607910156,0,5.306152820587158,0,0.11497340351343155,10.666075706481934,265.0183410644531,133.13525390625,28794550
Argentina,ARG,1983,0,54.463340759277344,0,9.661738395690918,0,0.15497560799121857,9.679963111877441,268.7532043457031,143.15199279785156,29262049
Argentina,ARG,1984,0,58.77863693237305,0,13.168907165527344,0,0.11498845368623734,7.185223579406738,255.6005859375,152.3907470703125,29737097
Argentina,ARG,1985,0,61.071067810058594,0,16.36111068725586,0,0.12000641226768494,10.599605560302734,237.52023315429688,155.69725036621094,30216284
Argentina,ARG,1986,0,62.18621063232422,0,16.205047607421875,0,0.1239902451634407,12.109349250793457,249.71896362304688,168.24249267578125,30698964
Argentina,ARG,1987,0,64.79507446289062,0,18.344533920288086,0,0.10598628968000412,13.439672470092773,266.5530700683594,168.33975219726562,31184411
Argentina,ARG,1988,0,45.121124267578125,0,16.45191192626953,0,0.12296129018068314,13.77234935760498,268.333740234375,196.63949584960938,31668939
Argentina,ARG,1989,0,38.99497985839844,0,14.298237800598145,0,0.10600154846906662,14.9027681350708,246.32073974609375,206.5590057373047,32148137
Argentina,ARG,1990,0,52.37767028808594,0,20.65994644165039,0,0.13302181661128998,12.266132354736328,229.95970153808594,197.32025146484375,0,32618648
Argentina,ARG,1991,0,46.92521286010742,0,22.007766723632812,0,0.1310081034898758,10.794012069702148,240.2567138671875,200.9185028076172,0,33079002
Argentina,ARG,1992,0,56.67096710205078,0,20.092443466186523,0,0.12998592853546143,12.168163299560547,252.69297790527344,217.25650024414062,0,33529320
Argentina,ARG,1993,0,70.28263092041016,0,21.990741729736328,0,0.09599508345127106,8.069987297058105,247.75331115722656,229.41275024414062,0,33970103
Argentina,ARG,1994,0,80.68640899658203,0,23.36693572998047,0,0.09900439530611038,7.0651068687438965,261.4820556640625,235.8312530517578,0,34402669
Argentina,ARG,1995,0,78.37110137939453,0,20.049880981445312,0,0.1190161257982254,7.4141526222229,259.5302734375,262.4777526855469,0,34828168
Argentina,ARG,1996,0.02844027802348137,66.44853210449219,0,21.165023803710938,0,0.22302064299583435,7.766816139221191,259.7977294921875,301.1832580566406,0,35246376
Argentina,ARG,1997,0.043148335069417953,82.57293701171875,0,22.58945655822754,0,0.17875851690769196,6.127713680267334,275.286376953125,277.551513671875,0,35657438
Argentina,ARG,1998,0.09622333198785782,78.28778076171875,0.000050277776608709246,21.147998809814453,0,0.20689325034618378,8.237409591674805,283.2720947265625,296.7097473144531,0,36063451
Argentina,ARG,1999,0.10284694284200668,63.27008056640625,0.00007694444502703846,20.163381576538086,0,0.2619999647140503,9.885469436645508,286.9597473144531,314.70098876953125,0,36467218
Argentina,ARG,2000,0.10277916491031647,84.4966812133789,0.00010638889216352254,17.52733039855957,0,0.3860282897949219,7.5126471519470215,264.8978271484375,322.9672546386719,0,36870796
Argentina,ARG,2001,0.14501221477985382,107.46479797363281,0.00012638888438232243,19.899951934814453,0,0.36299824714660645,6.1568522453308105,245.29501342773438,302.3502502441406,0,37275644
Argentina,ARG,2002,0.21425694227218628,104.43250274658203,0.00013722221774514765,16.30405044555664,0,0.5299801826477051,4.586296558380127,232.81517028808594,294.3757629394531,0,37681743
Argentina,ARG,2003,0.2260763943195343,98.02586364746094,0.00018861111311707646,21.05577850341797,0,0.8805985450744629,5.593864917755127,237.42205810546875,336.2904968261719,0,38087866
Argentina,ARG,2004,0.20876416563987732,87.78204345703125,0.00020166666945442557,21.75952911376953,0,0.8675123453140259,9.519819259643555,254.6864471435547,368.09124755859375,0,38491970
Argentina,ARG,2005,0.20536305010318756,97.9749526977539,0.00023194444656837732,18.885080337524414,0,0.9164997935295105,10.961645126342773,266.75811767578125,392.8900146484375,0,38892924
Argentina,ARG,2006,0.19815388321876526,108.16867065429688,0.00025611111777834594,21.08171844482422,0,1.046308994293213,9.923820495605469,281.35174560546875,406.5050048828125,0,39289876
Argentina,ARG,2007,0.17416167259216309,88.27874755859375,0.0003083333431277424,19.682811737060547,0,1.070851445198059,14.360361099243164,313.74554443359375,427.12200927734375,0,39684303
Argentina,ARG,2008,0.11788500100374222,87.67295837402344,0.00040277777588926256,19.938072204589844,0,1.2059800624847412,17.516069412231445,317.0516662597656,431.8872375488281,0,40080159
Argentina,ARG,2009,0.10285972058773041,96.67862701416016,0.0002125000028172508,21.929418563842773,0,1.1889357566833496,9.620938301086426,303.0577087402344,418.3555908203125,0,40482786
Argentina,ARG,2010,0.07036527991294861,92.59305572509766,0.00023833333398215473,19.20336151123047,5.9234137535095215,1.4423598051071167,13.47208023071289,328.1579895019531,420.8741760253906,0,40788453
Argentina,ARG,2011,0.07335416972637177,86.03396606445312,0.004444444552063942,16.942039489746094,8.745168685913086,1.4191313982009888,14.618645668029785,340.0057678222656,438.39788818359375,0,41261490
Argentina,ARG,2012,1.0141377449035645,79.96690368652344,0.02241666615009308,16.844623565673828,10.797932624816895,1.4845529794692993,13.669180870056152,361.25640869140625,456.64208984375,0,41733271
Argentina,ARG,2013,1.235581398010254,89.3156967163086,0.04108305647969246,16.233165740966797,11.902397155761719,1.606663465499878,14.939302444458008,383.78350830078125,460.2768859863281,0,42202935
Argentina,ARG,2014,1.678261637687683,87.82000732421875,0.043193887919187546,14.33441162109375,13.891244888305664,1.4828590154647827,15.891716957092285,379.9156188964844,461.5498046875,0,42669500
Argentina,ARG,2015,1.5978347063064575,87.08390808105469,0.03954083472490311,18.189939498901367,15.130985260009766,1.5173510313034058,15.814128875732422,387.30865478515625,466.52569580078125,0,43131966
Argentina,ARG,2016,1.4653005599975586,79.64933776855469,0.038209445774555206,21.283124923706055,16.037181854248047,1.1388094425201416,12.188641548156738,375.2942199707031,482.10009765625,0,43590368
Argentina,ARG,2017,1.6275572776794434,84.08155822753906,0.0436902791261673,15.547311782836914,18.427946090698242,1.3890371322631836,12.525287628173828,370.8971862792969,483.0002746582031,0,44044811
Argentina,ARG,2018,3.737732410430908,85.40055084228516,0.28608250617980957,17.446834564208984,17.594175338745117,1.5898329019546509,13.709147453308105,353.210693359375,487.02142333984375,0,44494502
Argentina,ARG,2019,13.169229507446289,72.50111389160156,2.1079816818237305,21.35630226135254,17.97011947631836,1.649902105331421,8.12396240234375,324.72259521484375,465.58917236328125,0,44938712
Argentina,ARG,2020,24.715059280395508,62.16246032714844,3.530673027038574,26.871191024780273,9.64598274230957,2.2646989822387695,10.015325546264648,297.3770751953125,439.31243896484375,0,45376763
Argentina,ARG,2021,33.853389739990234,51.28042221069336,5.745080471038818,27.197568893432617,10.41952896118164,2.1038966178894043,18.253904342651367,340.5950622558594,459.3515625,0,45808747
Australia,AUS,1965,0,22.738525390625,0,0,0,0.29600000381469727,202.02777099609375,200.0193634033203,0.029474999755620956,11388000
Australia,AUS,1966,0,21.71921157836914,0,0,0,0.2840000092983246,209.38888549804688,214.04754638671875,0.03929999843239784,11651000
Australia,AUS,1967,0,22.490232467651367,0,0,0,0.28999999165534973,215.25,234.3877716064453,0.03929999843239784,11799000
Australia,AUS,1968,0,23.509544372558594,0,0,0,0.28200000524520874,221.69444274902344,255.2849884033203,0.30457499623298645,12009000
Australia,AUS,1969,0,25.678852081298828,0,0,0,0.2809999883174896,229.27777099609375,262.4481201171875,4.126500129699707,12263000
Australia,AUS,1970,0,30.07461166381836,0,0,0,0.26100000739097595,231.69444274902344,290.1954345703125,17.303974151611328,12507000
Australia,AUS,1971,0,34.02738571166992,0,0,0,0.2630000114440918,232.56944274902344,305.5445556640625,25.826679229736328,12937000
Australia,AUS,1972,0,34.16302490234375,0,0,0,0.2800000011920929,242.93055725097656,311.0333557128906,37.07426452636719,13177000
Australia,AUS,1973,0,36.32909393310547,0,0,0,0.33799999952316284,252.98611450195312,331.8929443359375,47.06880187988281,13380000
Australia,AUS,1974,0,41.02503204345703,0,0,0,0.42899999022483826,264.0694580078125,351.73516845703125,53.70199203491211,13723000
Australia,AUS,1975,0,44.023067474365234,0,0,0,0.48899999260902405,272.5416564941406,348.1045227050781,57.66997146606445,13893000
Australia,AUS,1976,0,41.85280990600586,0,0,0,0.48399999737739563,281.7916564941406,355.82147216796875,68.07721710205078,14033000
Australia,AUS,1977,0,40.04931640625,0,0,0,0.42899999022483826,294.1805419921875,372.60076904296875,77.76844024658203,14192000
Australia,AUS,1978,0,43.39485168457031,0,0,0,0.4050000011920929,301.8611145019531,380.9466857910156,83.72537994384766,14358000
Australia,AUS,1979,0,42.12543487548828,0,0,0,0.4180000126361847,315.5416564941406,385.914794921875,96.37518310546875,14514000
Australia,AUS,1980,0,39.82058334350586,0,0,0,0.38499999046325684,324.7638854980469,367.7676086425781,110.66587829589844,14692000
Australia,AUS,1981,0,41.002628326416016,0,0,0,0.40400001406669617,333.1388854980469,362.4183349609375,119.94438934326172,14927000
Australia,AUS,1982,0,37.761741638183594,0,0,0,0.515999972820282,336.6805419921875,356.84918212890625,116.9808349609375,15178000
Australia,AUS,1983,0,35.84949493408203,0,0,0,0.4309999942779541,336.5555419921875,320.0834655761719,127.07482147216797,15369000
Australia,AUS,1984,0,38.813289642333984,0,0,0,0.4410000145435333,355.90277099609375,330.97894287109375,125.3172607421875,15544000
Australia,AUS,1985,0,41.22193908691406,0,0,0,0.4560000002384186,368.1388854980469,332.8008117675781,133.95262145996094,15758000
Australia,AUS,1986,0,41.47413635253906,0,0,0,0.46000000834465027,377.4861145019531,328.14703369140625,146.32928466796875,16018400
Australia,AUS,1987,0,40.2558479309082,0,0,0,0.4699999988079071,393.3611145019531,336.6698913574219,149.39459228515625,16263900
Australia,AUS,1988,0,42.38679504394531,0,0,0,0.7310000061988831,413.7638854980469,351.9731140136719,152.99339294433594,16532200
Australia,AUS,1989,0,42.147945404052734,0,0,0,0.8100000023841858,433.9583435058594,366.5162048339844,166.87564086914062,16814400
Australia,AUS,1990,0,43.64368438720703,0,0,0,0.7595000267028809,444.34722900390625,374.8846130371094,167.7594757080078,0,17065100
Australia,AUS,1991,0,46.2872314453125,0.016111111268401146,0,0,0.7195000052452087,453.2638854980469,362.6208190917969,160.82101440429688,0,17284000
Australia,AUS,1992,0,47.13884353637695,0.0357794426381588,0,0,0.6700000166893005,455.9583435058594,370.54693603515625,166.36956787109375,0,17495000
Australia,AUS,1993,0.005916666705161333,48.45618438720703,0.043171945959329605,0,0,0.6700000166893005,458.8888854980469,382.05194091796875,172.49343872070312,0,17667000
Australia,AUS,1994,0.016249999403953552,47.755374908447266,0.0514516681432724,0,0,0.6965000033378601,468.2638854980469,395.58917236328125,191.5665740966797,0,17855000
Australia,AUS,1995,0.020694443956017494,46.220699310302734,0.06254027783870697,0,0,0.8255000114440918,484.1666564941406,427.7774963378906,193.4156951904297,0,18072000
Australia,AUS,1996,0.020694443956017494,47.21868133544922,0.07569888979196548,0,0,0.9465000033378601,503.9583435058594,439.0154113769531,194.82662963867188,0,18311000
Australia,AUS,1997,0.022166667506098747,47.17137145996094,0.09063166379928589,0,0,0.996999979019165,529.4583129882812,446.057861328125,191.3050537109375,0,18517000
Australia,AUS,1998,0.05322583392262459,46.714515686035156,0.10526888817548752,0,0,1.0809999704360962,553.0833129882812,445.9702453613281,196.9532012939453,0,18711000
Australia,AUS,1999,0.1271505504846573,48.144222259521484,0.12005388736724854,0,0,1.1334999799728394,587.4429931640625,456.1539611816406,201.74053955078125,0,18926000
Australia,AUS,2000,0.3962366580963135,48.69126510620117,0.13823916018009186,0,0,0.8895000219345093,591.6619262695312,455.9815673828125,205.55079650878906,0,19153000
Australia,AUS,2001,0.8431452512741089,47.36742401123047,0.1590811163187027,0,0,0.7975000143051147,585.6913452148438,457.0853576660156,221.6931915283203,0,19413000
Australia,AUS,2002,1.5573441982269287,46.978641510009766,0.17016805708408356,0,0,1.266800045967102,598.8720703125,461.9748229980469,228.14817810058594,0,19651400
Australia,AUS,2003,2.041832208633423,47.01260757446289,0.18328778445720673,0,0,1.6917999982833862,616.0213012695312,460.2599182128906,229.94288635253906,0,19895400
Australia,AUS,2004,2.2909133434295654,45.20346450805664,0.21021638810634613,0,0,2.8152499198913574,641.9212036132812,471.29571533203125,234.5360107421875,0,20127400
Australia,AUS,2005,3.719717502593994,44.28469467163086,0.24066999554634094,0,0.23431678116321564,3.871000051498413,638.2222900390625,478.7018737792969,232.58982849121094,0,20394800
Australia,AUS,2006,6.152049541473389,42.52486038208008,0.27742695808410645,0,0.7592003345489502,3.932499885559082,655.4988403320312,493.6418151855469,259.4306335449219,0,20697900
