Entity,Code,Year,Population,Consumption,Source
Algeria,DZA,1965,12550880,0,Wind
Algeria,DZA,1965,12550880,1.182795882,Hydro
Algeria,DZA,1965,12550880,0,Solar
Algeria,DZA,1965,12550880,0,Nuclear
Algeria,DZA,1965,12550880,0,Biofuels
Algeria,DZA,1965,12550880,0,GeoBiomass
Algeria,DZA,1965,12550880,0.814100027,Coal
Algeria,DZA,1965,12550880,15.4052515,Oil
Algeria,DZA,1965,12550880,7.430500031,Gas
Algeria,DZA,1966,12902626,0,Wind
Algeria,DZA,1966,12902626,1.049731135,Hydro
Algeria,DZA,1966,12902626,0,Solar
Algeria,DZA,1966,12902626,0,Nuclear
Algeria,DZA,1966,12902626,0,Biofuels
Algeria,DZA,1966,12902626,0,GeoBiomass
Algeria,DZA,1966,12902626,0.79084003,Coal
Algeria,DZA,1966,12902626,20.27270508,Oil
Algeria,DZA,1966,12902626,7.719250202,Gas
Algeria,DZA,1967,13275020,0,Wind
Algeria,DZA,1967,13275020,1.212365508,Hydro
Algeria,DZA,1967,13275020,0,Solar
Algeria,DZA,1967,13275020,0,Nuclear
Algeria,DZA,1967,13275020,0,Biofuels
Algeria,DZA,1967,13275020,0,GeoBiomass
Algeria,DZA,1967,13275020,0.604759991,Coal
Algeria,DZA,1967,13275020,18.94203186,Oil
Algeria,DZA,1967,13275020,7.488249779,Gas
Algeria,DZA,1968,13663581,0,Wind
Algeria,DZA,1968,13663581,1.664785028,Hydro
Algeria,DZA,1968,13663581,0,Solar
Algeria,DZA,1968,13663581,0,Nuclear
Algeria,DZA,1968,13663581,0,Biofuels
Algeria,DZA,1968,13663581,0,GeoBiomass
Algeria,DZA,1968,13663581,0.639649987,Coal
Algeria,DZA,1968,13663581,20.16730118,Oil
Algeria,DZA,1968,13663581,7.873250008,Gas
Algeria,DZA,1969,14061724,0,Wind
Algeria,DZA,1969,14061724,1.067473054,Hydro
Algeria,DZA,1969,14061724,0,Solar
Algeria,DZA,1969,14061724,0,Nuclear
Algeria,DZA,1969,14061724,0,Biofuels
Algeria,DZA,1969,14061724,0,GeoBiomass
Algeria,DZA,1969,14061724,0.814100027,Coal
Algeria,DZA,1969,14061724,21.30592918,Oil
Algeria,DZA,1969,14061724,10.35168743,Gas
Algeria,DZA,1970,14464992,0,Wind
Algeria,DZA,1970,14464992,1.715053916,Hydro
Algeria,DZA,1970,14464992,0,Solar
Algeria,DZA,1970,14464992,0,Nuclear
Algeria,DZA,1970,14464992,0,Biofuels
Algeria,DZA,1970,14464992,0,GeoBiomass
Algeria,DZA,1970,14464992,0.96529001,Coal
Algeria,DZA,1970,14464992,24.34768105,Oil
Algeria,DZA,1970,14464992,9.730875015,Gas
Algeria,DZA,1971,14872253,0,Wind
Algeria,DZA,1971,14872253,0.975806415,Hydro
Algeria,DZA,1971,14872253,0,Solar
Algeria,DZA,1971,14872253,0,Nuclear
Algeria,DZA,1971,14872253,0,Biofuels
Algeria,DZA,1971,14872253,0,GeoBiomass
Algeria,DZA,1971,14872253,0.26749,Coal
Algeria,DZA,1971,14872253,27.44005013,Oil
Algeria,DZA,1971,14872253,11.04950047,Gas
Algeria,DZA,1972,15285992,0,Wind
Algeria,DZA,1972,15285992,1.463709712,Hydro
Algeria,DZA,1972,15285992,0,Solar
Algeria,DZA,1972,15285992,0,Nuclear
Algeria,DZA,1972,15285992,0,Biofuels
Algeria,DZA,1972,15285992,0,GeoBiomass
Algeria,DZA,1972,15285992,0.232600003,Coal
Algeria,DZA,1972,15285992,30.12141418,Oil
Algeria,DZA,1972,15285992,12.83012486,Gas
Algeria,DZA,1973,15709831,0,Wind
Algeria,DZA,1973,15709831,2.223655939,Hydro
Algeria,DZA,1973,15709831,0,Solar
Algeria,DZA,1973,15709831,0,Nuclear
Algeria,DZA,1973,15709831,0,Biofuels
Algeria,DZA,1973,15709831,0,GeoBiomass
Algeria,DZA,1973,15709831,0.26749,Coal
Algeria,DZA,1973,15709831,32.90034485,Oil
Algeria,DZA,1973,15709831,17.85918808,Gas
Algeria,DZA,1974,16149018,0,Wind
Algeria,DZA,1974,16149018,1.469623566,Hydro
Algeria,DZA,1974,16149018,0,Solar
Algeria,DZA,1974,16149018,0,Nuclear
Algeria,DZA,1974,16149018,0,Biofuels
Algeria,DZA,1974,16149018,0,GeoBiomass
Algeria,DZA,1974,16149018,0.220970005,Coal
Algeria,DZA,1974,16149018,36.54384232,Oil
Algeria,DZA,1974,16149018,20.67449951,Gas
Algeria,DZA,1975,16607706,0,Wind
Algeria,DZA,1975,16607706,0.969892502,Hydro
Algeria,DZA,1975,16607706,0,Solar
Algeria,DZA,1975,16607706,0,Nuclear
Algeria,DZA,1975,16607706,0,Biofuels
Algeria,DZA,1975,16607706,0,GeoBiomass
Algeria,DZA,1975,16607706,0.279119998,Coal
Algeria,DZA,1975,16607706,40.63066864,Oil
Algeria,DZA,1975,16607706,28.48999977,Gas
Algeria,DZA,1976,17085799,0,Wind
Algeria,DZA,1976,17085799,1.150268912,Hydro
Algeria,DZA,1976,17085799,0,Solar
Algeria,DZA,1976,17085799,0,Nuclear
Algeria,DZA,1976,17085799,0,Biofuels
Algeria,DZA,1976,17085799,0,GeoBiomass
Algeria,DZA,1976,17085799,0.546609998,Coal
Algeria,DZA,1976,17085799,46.71773148,Oil
Algeria,DZA,1976,17085799,33.6875,Gas
Algeria,DZA,1977,17582899,0,Wind
Algeria,DZA,1977,17582899,0.795430005,Hydro
Algeria,DZA,1977,17582899,0,Solar
Algeria,DZA,1977,17582899,0,Nuclear
Algeria,DZA,1977,17582899,0,Biofuels
Algeria,DZA,1977,17582899,0,GeoBiomass
Algeria,DZA,1977,17582899,0.709429979,Coal
Algeria,DZA,1977,17582899,52.80649185,Oil
Algeria,DZA,1977,17582899,35.90124893,Gas
Algeria,DZA,1978,18102266,0,Wind
Algeria,DZA,1978,18102266,0.739247203,Hydro
Algeria,DZA,1978,18102266,0,Solar
Algeria,DZA,1978,18102266,0,Nuclear
Algeria,DZA,1978,18102266,0,Biofuels
Algeria,DZA,1978,18102266,0,GeoBiomass
Algeria,DZA,1978,18102266,0.360529989,Coal
Algeria,DZA,1978,18102266,54.60794449,Oil
Algeria,DZA,1978,18102266,57.65375137,Gas
Algeria,DZA,1979,18647801,0,Wind
Algeria,DZA,1979,18647801,0.860483885,Hydro
Algeria,DZA,1979,18647801,0,Solar
Algeria,DZA,1979,18647801,0,Nuclear
Algeria,DZA,1979,18647801,0,Biofuels
Algeria,DZA,1979,18647801,0,GeoBiomass
Algeria,DZA,1979,18647801,0.837360024,Coal
Algeria,DZA,1979,18647801,65.31861877,Oil
Algeria,DZA,1979,18647801,81.52375031,Gas
Algeria,DZA,1980,19221659,0,Wind
Algeria,DZA,1980,19221659,0.759946108,Hydro
Algeria,DZA,1980,19221659,0,Solar
Algeria,DZA,1980,19221659,0,Nuclear
Algeria,DZA,1980,19221659,0,Biofuels
Algeria,DZA,1980,19221659,0,GeoBiomass
Algeria,DZA,1980,19221659,0.744319975,Coal
Algeria,DZA,1980,19221659,66.20243073,Oil
Algeria,DZA,1980,19221659,109.4362488,Gas
Algeria,DZA,1981,19824297,0,Wind
Algeria,DZA,1981,19824297,1.082258105,Hydro
Algeria,DZA,1981,19824297,0,Solar
Algeria,DZA,1981,19824297,0,Nuclear
Algeria,DZA,1981,19824297,0,Biofuels
Algeria,DZA,1981,19824297,0,GeoBiomass
Algeria,DZA,1981,19824297,0.52335,Coal
Algeria,DZA,1981,19824297,71.32307434,Oil
Algeria,DZA,1981,19824297,142.2575073,Gas
Algeria,DZA,1982,20452901,0,Wind
Algeria,DZA,1982,20452901,1.41639781,Hydro
Algeria,DZA,1982,20452901,0,Solar
Algeria,DZA,1982,20452901,0,Nuclear
Algeria,DZA,1982,20452901,0,Biofuels
Algeria,DZA,1982,20452901,0,GeoBiomass
Algeria,DZA,1982,20452901,9.711050034,Coal
Algeria,DZA,1982,20452901,75.57341766,Oil
Algeria,DZA,1982,20452901,161.4112549,Gas
Algeria,DZA,1983,21101875,0,Wind
Algeria,DZA,1983,21101875,0.694892526,Hydro
Algeria,DZA,1983,21101875,0,Solar
Algeria,DZA,1983,21101875,0,Nuclear
Algeria,DZA,1983,21101875,0,Biofuels
Algeria,DZA,1983,21101875,0,GeoBiomass
Algeria,DZA,1983,21101875,8.664349556,Coal
Algeria,DZA,1983,21101875,84.89241791,Oil
Algeria,DZA,1983,21101875,176.7149963,Gas
Algeria,DZA,1984,21763578,0,Wind
Algeria,DZA,1984,21763578,1.336559176,Hydro
Algeria,DZA,1984,21763578,0,Solar
Algeria,DZA,1984,21763578,0,Nuclear
Algeria,DZA,1984,21763578,0,Biofuels
Algeria,DZA,1984,21763578,0,GeoBiomass
Algeria,DZA,1984,21763578,9.606380463,Coal
Algeria,DZA,1984,21763578,94.00200653,Oil
Algeria,DZA,1984,21763578,155.2512512,Gas
Algeria,DZA,1985,22431507,0,Wind
Algeria,DZA,1985,22431507,1.91021502,Hydro
Algeria,DZA,1985,22431507,0,Solar
Algeria,DZA,1985,22431507,0,Nuclear
Algeria,DZA,1985,22431507,0,Biofuels
Algeria,DZA,1985,22431507,0,GeoBiomass
Algeria,DZA,1985,22431507,10.0250597,Coal
Algeria,DZA,1985,22431507,96.55380249,Oil
Algeria,DZA,1985,22431507,153.8074951,Gas
Algeria,DZA,1986,23102386,0,Wind
Algeria,DZA,1986,23102386,0.739247203,Hydro
Algeria,DZA,1986,23102386,0,Solar
Algeria,DZA,1986,23102386,0,Nuclear
Algeria,DZA,1986,23102386,0,Biofuels
Algeria,DZA,1986,23102386,0,GeoBiomass
Algeria,DZA,1986,23102386,10.29255009,Coal
Algeria,DZA,1986,23102386,98.02125549,Oil
Algeria,DZA,1986,23102386,168.4375,Gas
Algeria,DZA,1987,23774287,0,Wind
Algeria,DZA,1987,23774287,1.475537539,Hydro
Algeria,DZA,1987,23774287,0,Solar
Algeria,DZA,1987,23774287,0,Nuclear
Algeria,DZA,1987,23774287,0,Biofuels
Algeria,DZA,1987,23774287,0,GeoBiomass
Algeria,DZA,1987,23774287,12.30453968,Coal
Algeria,DZA,1987,23774287,99.1005249,Oil
Algeria,DZA,1987,23774287,172.2875061,Gas
Algeria,DZA,1988,24443472,0,Wind
Algeria,DZA,1988,24443472,0.541129172,Hydro
Algeria,DZA,1988,24443472,0,Solar
Algeria,DZA,1988,24443472,0,Nuclear
Algeria,DZA,1988,24443472,0,Biofuels
Algeria,DZA,1988,24443472,0,GeoBiomass
Algeria,DZA,1988,24443472,11.57184982,Coal
Algeria,DZA,1988,24443472,99.17259979,Oil
Algeria,DZA,1988,24443472,194.1362457,Gas
Algeria,DZA,1989,25106192,0,Wind
Algeria,DZA,1989,25106192,0.668279469,Hydro
Algeria,DZA,1989,25106192,0,Solar
Algeria,DZA,1989,25106192,0,Nuclear
Algeria,DZA,1989,25106192,0,Biofuels
Algeria,DZA,1989,25106192,0,GeoBiomass
Algeria,DZA,1989,25106192,9.780830383,Coal
Algeria,DZA,1989,25106192,103.9366608,Oil
Algeria,DZA,1989,25106192,182.6824951,Gas
Algeria,DZA,1990,25758872,0,Wind
Algeria,DZA,1990,25758872,0.399193615,Hydro
Algeria,DZA,1990,25758872,0,Solar
Algeria,DZA,1990,25758872,0,Nuclear
Algeria,DZA,1990,25758872,0,Biofuels
Algeria,DZA,1990,25758872,0,GeoBiomass
Algeria,DZA,1990,25758872,7.664169788,Coal
Algeria,DZA,1990,25758872,111.811615,Oil
Algeria,DZA,1990,25758872,195.0987549,Gas
Algeria,DZA,1991,26400468,0,Wind
Algeria,DZA,1991,26400468,0.866397798,Hydro
Algeria,DZA,1991,26400468,0,Solar
Algeria,DZA,1991,26400468,0,Nuclear
Algeria,DZA,1991,26400468,0,Biofuels
Algeria,DZA,1991,26400468,0,GeoBiomass
Algeria,DZA,1991,26400468,7.908400059,Coal
Algeria,DZA,1991,26400468,110.6277847,Oil
Algeria,DZA,1991,26400468,192.6925049,Gas
Algeria,DZA,1992,27028330,0,Wind
Algeria,DZA,1992,27028330,0.588440835,Hydro
Algeria,DZA,1992,27028330,0,Solar
Algeria,DZA,1992,27028330,0,Nuclear
Algeria,DZA,1992,27028330,0,Biofuels
Algeria,DZA,1992,27028330,0,GeoBiomass
Algeria,DZA,1992,27028330,9.397040367,Coal
Algeria,DZA,1992,27028330,111.2926559,Oil
Algeria,DZA,1992,27028330,198.9487457,Gas
Algeria,DZA,1993,27635517,0,Wind
Algeria,DZA,1993,27635517,1.043817282,Hydro
Algeria,DZA,1993,27635517,0,Solar
Algeria,DZA,1993,27635517,0,Nuclear
Algeria,DZA,1993,27635517,0,Biofuels
Algeria,DZA,1993,27635517,0,GeoBiomass
Algeria,DZA,1993,27635517,7.652540207,Coal
Algeria,DZA,1993,27635517,110.7548752,Oil
Algeria,DZA,1993,27635517,178.5437469,Gas
Algeria,DZA,1994,28213777,0,Wind
Algeria,DZA,1994,28213777,0.490860283,Hydro
Algeria,DZA,1994,28213777,0,Solar
Algeria,DZA,1994,28213777,0,Nuclear
Algeria,DZA,1994,28213777,0,Biofuels
Algeria,DZA,1994,28213777,0,GeoBiomass
Algeria,DZA,1994,28213777,7.210599899,Coal
Algeria,DZA,1994,28213777,106.0508957,Oil
Algeria,DZA,1994,28213777,188.1687469,Gas
Algeria,DZA,1995,28757788,0,Wind
Algeria,DZA,1995,28757788,0.570698917,Hydro
Algeria,DZA,1995,28757788,0,Solar
Algeria,DZA,1995,28757788,0,Nuclear
Algeria,DZA,1995,28757788,0,Biofuels
Algeria,DZA,1995,28757788,0,GeoBiomass
Algeria,DZA,1995,28757788,7.210599899,Coal
Algeria,DZA,1995,28757788,103.1422806,Oil
Algeria,DZA,1995,28757788,202.2212524,Gas
Algeria,DZA,1996,29266415,0,Wind
Algeria,DZA,1996,29266415,0.399193615,Hydro
Algeria,DZA,1996,29266415,0,Solar
Algeria,DZA,1996,29266415,0,Nuclear
Algeria,DZA,1996,29266415,0,Biofuels
Algeria,DZA,1996,29266415,0,GeoBiomass
Algeria,DZA,1996,29266415,3.395960093,Coal
Algeria,DZA,1996,29266415,98.42208099,Oil
Algeria,DZA,1996,29266415,207.7075043,Gas
Algeria,DZA,1997,29742980,0,Wind
Algeria,DZA,1997,29742980,0.221774161,Hydro
Algeria,DZA,1997,29742980,0,Solar
Algeria,DZA,1997,29742980,0,Nuclear
Algeria,DZA,1997,29742980,0,Biofuels
Algeria,DZA,1997,29742980,0,GeoBiomass
Algeria,DZA,1997,29742980,5.954559803,Coal
Algeria,DZA,1997,29742980,97.64341736,Oil
Algeria,DZA,1997,29742980,194.0399933,Gas
Algeria,DZA,1998,30192750,0,Wind
Algeria,DZA,1998,30192750,0.635752797,Hydro
Algeria,DZA,1998,30192750,0,Solar
Algeria,DZA,1998,30192750,0,Nuclear
Algeria,DZA,1998,30192750,0,Biofuels
Algeria,DZA,1998,30192750,0,GeoBiomass
Algeria,DZA,1998,30192750,6.373239994,Coal
Algeria,DZA,1998,30192750,100.6587448,Oil
Algeria,DZA,1998,30192750,200.6812439,Gas
Algeria,DZA,1999,30623406,0,Wind
Algeria,DZA,1999,30623406,0.6002689,Hydro
Algeria,DZA,1999,30623406,0,Solar
Algeria,DZA,1999,30623406,0,Nuclear
Algeria,DZA,1999,30623406,0,Biofuels
Algeria,DZA,1999,30623406,0,GeoBiomass
Algeria,DZA,1999,30623406,6.826809883,Coal
Algeria,DZA,1999,30623406,98.89834595,Oil
Algeria,DZA,1999,30623406,205.1087494,Gas
Algeria,DZA,2000,31042238,0,Wind
Algeria,DZA,2000,31042238,0.159677505,Hydro
Algeria,DZA,2000,31042238,0,Solar
Algeria,DZA,2000,31042238,0,Nuclear
Algeria,DZA,2000,31042238,0,Biofuels
Algeria,DZA,2000,31042238,0,GeoBiomass
Algeria,DZA,2000,31042238,5.640550137,Coal
Algeria,DZA,2000,31042238,103.1324768,Oil
Algeria,DZA,2000,31042238,191.0129395,Gas
Algeria,DZA,2001,31451513,0,Wind
Algeria,DZA,2001,31451513,0.202707499,Hydro
Algeria,DZA,2001,31451513,0,Solar
Algeria,DZA,2001,31451513,0,Nuclear
Algeria,DZA,2001,31451513,0,Biofuels
Algeria,DZA,2001,31451513,0,GeoBiomass
Algeria,DZA,2001,31451513,6.512800217,Coal
Algeria,DZA,2001,31451513,106.7753372,Oil
Algeria,DZA,2001,31451513,197.3221283,Gas
Algeria,DZA,2002,31855110,0,Wind
Algeria,DZA,2002,31855110,0.16637361,Hydro
Algeria,DZA,2002,31855110,0,Solar
Algeria,DZA,2002,31855110,0,Nuclear
Algeria,DZA,2002,31855110,0,Biofuels
Algeria,DZA,2002,31855110,0,GeoBiomass
Algeria,DZA,2002,31855110,8.548049927,Coal
Algeria,DZA,2002,31855110,118.3972321,Oil
Algeria,DZA,2002,31855110,194.8388824,Gas
Algeria,DZA,2003,32264159,0,Wind
Algeria,DZA,2003,32264159,0.768532753,Hydro
Algeria,DZA,2003,32264159,0,Solar
Algeria,DZA,2003,32264159,0,Nuclear
Algeria,DZA,2003,32264159,0,Biofuels
Algeria,DZA,2003,32264159,0,GeoBiomass
Algeria,DZA,2003,32264159,7.047780037,Coal
Algeria,DZA,2003,32264159,123.174118,Oil
Algeria,DZA,2003,32264159,205.9316864,Gas
Algeria,DZA,2004,32692153,0,Wind
Algeria,DZA,2004,32692153,0.723294735,Hydro
Algeria,DZA,2004,32692153,0,Solar
Algeria,DZA,2004,32692153,0,Nuclear
Algeria,DZA,2004,32692153,0,Biofuels
Algeria,DZA,2004,32692153,0,GeoBiomass
Algeria,DZA,2004,32692153,8.408490181,Coal
Algeria,DZA,2004,32692153,128.7468262,Oil
Algeria,DZA,2004,32692153,211.8991852,Gas
Algeria,DZA,2005,33149720,0,Wind
Algeria,DZA,2005,33149720,1.590053558,Hydro
Algeria,DZA,2005,33149720,0,Solar
Algeria,DZA,2005,33149720,0,Nuclear
Algeria,DZA,2005,33149720,0,Biofuels
Algeria,DZA,2005,33149720,0,GeoBiomass
Algeria,DZA,2005,33149720,6.908219814,Coal
Algeria,DZA,2005,33149720,134.2133789,Oil
Algeria,DZA,2005,33149720,223.5598755,Gas
Algeria,DZA,2006,33641007,0,Wind
Algeria,DZA,2006,33641007,0.619159997,Hydro
Algeria,DZA,2006,33641007,0,Solar
Algeria,DZA,2006,33641007,0,Nuclear
Algeria,DZA,2006,33641007,0,Biofuels
Algeria,DZA,2006,33641007,0,GeoBiomass
Algeria,DZA,2006,33641007,10.25765991,Coal
Algeria,DZA,2006,33641007,139.8457184,Oil
Algeria,DZA,2006,33641007,228.4974976,Gas
Algeria,DZA,2007,34166976,0,Wind
Algeria,DZA,2007,34166976,0.639042199,Hydro
Algeria,DZA,2007,34166976,0,Solar
Algeria,DZA,2007,34166976,0,Nuclear
Algeria,DZA,2007,34166976,0,Biofuels
Algeria,DZA,2007,34166976,0,GeoBiomass
Algeria,DZA,2007,34166976,8.803910255,Coal
Algeria,DZA,2007,34166976,156.3899994,Oil
Algeria,DZA,2007,34166976,233.8068085,Gas
Algeria,DZA,2008,34730604,0,Wind
Algeria,DZA,2008,34730604,0.795246363,Hydro
Algeria,DZA,2008,34730604,0,Solar
Algeria,DZA,2008,34730604,0,Nuclear
Algeria,DZA,2008,34730604,0,Biofuels
Algeria,DZA,2008,34730604,0,GeoBiomass
Algeria,DZA,2008,34730604,8.803910255,Coal
Algeria,DZA,2008,34730604,169.9158936,Oil
Algeria,DZA,2008,34730604,244.0418701,Gas
Algeria,DZA,2009,35333882,0,Wind
Algeria,DZA,2009,35333882,0.95510751,Hydro
Algeria,DZA,2009,35333882,0,Solar
Algeria,DZA,2009,35333882,0,Nuclear
Algeria,DZA,2009,35333882,0,Biofuels
Algeria,DZA,2009,35333882,0,GeoBiomass
Algeria,DZA,2009,35333882,5.652180195,Coal
Algeria,DZA,2009,35333882,180.1344299,Oil
Algeria,DZA,2009,35333882,262.1176147,Gas
Algeria,DZA,2010,35977451,0,Wind
Algeria,DZA,2010,35977451,0.480175287,Hydro
Algeria,DZA,2010,35977451,0.025250001,Solar
Algeria,DZA,2010,35977451,0,Nuclear
Algeria,DZA,2010,35977451,0,Biofuels
Algeria,DZA,2010,35977451,0,GeoBiomass
Algeria,DZA,2010,35977451,3.60529995,Coal
Algeria,DZA,2010,35977451,181.6119232,Oil
Algeria,DZA,2010,35977451,253.2722473,Gas
Algeria,DZA,2011,36661438,0,Wind
Algeria,DZA,2011,36661438,1.042771339,Hydro
Algeria,DZA,2011,36661438,0.049983334,Solar
Algeria,DZA,2011,36661438,0,Nuclear
Algeria,DZA,2011,36661438,0,Biofuels
Algeria,DZA,2011,36661438,0,GeoBiomass
Algeria,DZA,2011,36661438,3.198250055,Coal
Algeria,DZA,2011,36661438,192.2276459,Oil
Algeria,DZA,2011,36661438,267.969635,Gas
Algeria,DZA,2012,37383899,0,Wind
Algeria,DZA,2012,37383899,1.06661272,Hydro
Algeria,DZA,2012,37383899,0.07327278,Solar
Algeria,DZA,2012,37383899,0,Nuclear
Algeria,DZA,2012,37383899,0,Biofuels
Algeria,DZA,2012,37383899,0,GeoBiomass
Algeria,DZA,2012,37383899,3.395960093,Coal
Algeria,DZA,2012,37383899,204.3952637,Oil
Algeria,DZA,2012,37383899,298.7407532,Gas
Algeria,DZA,2013,38140135,0,Wind
Algeria,DZA,2013,38140135,0.269816399,Hydro
Algeria,DZA,2013,38140135,0.077946946,Solar
Algeria,DZA,2013,38140135,0,Nuclear
Algeria,DZA,2013,38140135,0,Biofuels
Algeria,DZA,2013,38140135,0,GeoBiomass
Algeria,DZA,2013,38140135,1.83754003,Coal
Algeria,DZA,2013,38140135,213.5763855,Oil
Algeria,DZA,2013,38140135,321.2151184,Gas
Algeria,DZA,2014,38923688,0.002708333,Wind
Algeria,DZA,2014,38923688,0.522855818,Hydro
Algeria,DZA,2014,38923688,0.16254583,Solar
Algeria,DZA,2014,38923688,0,Nuclear
Algeria,DZA,2014,38923688,0,Biofuels
Algeria,DZA,2014,38923688,0,GeoBiomass
Algeria,DZA,2014,38923688,2.081769943,Coal
Algeria,DZA,2014,38923688,221.9251556,Oil
Algeria,DZA,2014,38923688,360.9182434,Gas
Algeria,DZA,2015,39728020,0.051166389,Wind
Algeria,DZA,2015,39728020,0.390481114,Hydro
Algeria,DZA,2015,39728020,0.156192496,Solar
Algeria,DZA,2015,39728020,0,Nuclear
Algeria,DZA,2015,39728020,0,Biofuels
Algeria,DZA,2015,39728020,0,GeoBiomass
Algeria,DZA,2015,39728020,1.546790004,Coal
Algeria,DZA,2015,39728020,236.1484833,Oil
Algeria,DZA,2015,39728020,379.2250061,Gas
Algeria,DZA,2016,40551398,0.051003054,Wind
Algeria,DZA,2016,40551398,0.192746669,Hydro
Algeria,DZA,2016,40551398,0.655874193,Solar
Algeria,DZA,2016,40551398,0,Nuclear
Algeria,DZA,2016,40551398,0,Biofuels
Algeria,DZA,2016,40551398,0,GeoBiomass
Algeria,DZA,2016,40551398,0.569869995,Coal
Algeria,DZA,2016,40551398,229.563858,Oil
Algeria,DZA,2016,40551398,385.9624939,Gas
Algeria,DZA,2017,41389174,0.050564446,Wind
Algeria,DZA,2017,41389174,0.14903222,Hydro
Algeria,DZA,2017,41389174,1.341290236,Solar
Algeria,DZA,2017,41389174,0,Nuclear
Algeria,DZA,2017,41389174,0,Biofuels
Algeria,DZA,2017,41389174,0,GeoBiomass
Algeria,DZA,2017,41389174,2.116660118,Coal
Algeria,DZA,2017,41389174,225.5121155,Oil
Algeria,DZA,2017,41389174,394.625,Gas
Algeria,DZA,2018,42228415,0.026444444,Wind
Algeria,DZA,2018,42228415,0.309549987,Hydro
Algeria,DZA,2018,42228415,1.595373631,Solar
Algeria,DZA,2018,42228415,0,Nuclear
Algeria,DZA,2018,42228415,0,Biofuels
Algeria,DZA,2018,42228415,0,GeoBiomass
Algeria,DZA,2018,42228415,5.815000057,Coal
Algeria,DZA,2018,42228415,229.5276031,Oil
Algeria,DZA,2018,42228415,434.0874939,Gas
Algeria,DZA,2019,43053054,0.026361112,Wind
Algeria,DZA,2019,43053054,0.400667787,Hydro
Algeria,DZA,2019,43053054,1.621123075,Solar
Algeria,DZA,2019,43053054,0,Nuclear
Algeria,DZA,2019,43053054,0,Biofuels
Algeria,DZA,2019,43053054,0,GeoBiomass
Algeria,DZA,2019,43053054,4.803190231,Coal
Algeria,DZA,2019,43053054,237.4871979,Oil
Algeria,DZA,2019,43053054,450.5462646,Gas
Algeria,DZA,2020,43851043,0.020222222,Wind
Algeria,DZA,2020,43851043,0.130263895,Hydro
Algeria,DZA,2020,43851043,1.799008012,Solar
Algeria,DZA,2020,43851043,0,Nuclear
Algeria,DZA,2020,43851043,0,Biofuels
Algeria,DZA,2020,43851043,0,GeoBiomass
Algeria,DZA,2020,43851043,4.816349506,Coal
Algeria,DZA,2020,43851043,211.6351624,Oil
Algeria,DZA,2020,43851043,436.0125122,Gas
Algeria,DZA,2021,44616626,0.027472222,Wind
Algeria,DZA,2021,44616626,0.024333334,Hydro
Algeria,DZA,2021,44616626,1.737473607,Solar
Algeria,DZA,2021,44616626,0,Nuclear
Algeria,DZA,2021,44616626,0,Biofuels
Algeria,DZA,2021,44616626,0,GeoBiomass
Algeria,DZA,2021,44616626,4.803190231,Coal
Algeria,DZA,2021,44616626,219.8415985,Oil
Algeria,DZA,2021,44616626,458.1499939,Gas
Argentina,ARG,1965,22159644,0,Wind
Argentina,ARG,1965,22159644,3.62265563,Hydro
Argentina,ARG,1965,22159644,0,Solar
Argentina,ARG,1965,22159644,0,Nuclear
Argentina,ARG,1965,22159644,0,Biofuels
Argentina,ARG,1965,22159644,0,GeoBiomass
Argentina,ARG,1965,22159644,8.455049515,Coal
Argentina,ARG,1965,22159644,275.2071838,Oil
Argentina,ARG,1965,22159644,41.23400116,Gas
Argentina,ARG,1966,22494031,0,Wind
Argentina,ARG,1966,22494031,3.669417143,Hydro
Argentina,ARG,1966,22494031,0,Solar
Argentina,ARG,1966,22494031,0,Nuclear
Argentina,ARG,1966,22494031,0,Biofuels
Argentina,ARG,1966,22494031,0,GeoBiomass
Argentina,ARG,1966,22494031,6.971818447,Coal
Argentina,ARG,1966,22494031,283.8664856,Oil
Argentina,ARG,1966,22494031,44.65719986,Gas
Argentina,ARG,1967,22828872,0,Wind
Argentina,ARG,1967,22828872,3.757439375,Hydro
Argentina,ARG,1967,22828872,0,Solar
Argentina,ARG,1967,22828872,0,Nuclear
Argentina,ARG,1967,22828872,0,Biofuels
Argentina,ARG,1967,22828872,0,GeoBiomass
Argentina,ARG,1967,22828872,7.840396881,Coal
Argentina,ARG,1967,22828872,290.7238159,Oil
Argentina,ARG,1967,22828872,46.69945145,Gas
Argentina,ARG,1968,23168268,0,Wind
Argentina,ARG,1968,23168268,4.428606987,Hydro
Argentina,ARG,1968,23168268,0,Solar
Argentina,ARG,1968,23168268,0,Nuclear
Argentina,ARG,1968,23168268,0,Biofuels
Argentina,ARG,1968,23168268,0,GeoBiomass
Argentina,ARG,1968,23168268,7.619035244,Coal
Argentina,ARG,1968,23168268,296.7826233,Oil
Argentina,ARG,1968,23168268,51.99957657,Gas
Argentina,ARG,1969,23517613,0,Wind
Argentina,ARG,1969,23517613,3.97199297,Hydro
Argentina,ARG,1969,23517613,0,Solar
Argentina,ARG,1969,23517613,0,Nuclear
Argentina,ARG,1969,23517613,0,Biofuels
Argentina,ARG,1969,23517613,0,GeoBiomass
Argentina,ARG,1969,23517613,9.122170448,Coal
Argentina,ARG,1969,23517613,307.9983215,Oil
Argentina,ARG,1969,23517613,51.8050766,Gas
Argentina,ARG,1970,23880564,0,Wind
Argentina,ARG,1970,23880564,4.604408741,Hydro
Argentina,ARG,1970,23880564,0,Solar
